title,company_name,has_company_name,salary,has_salary,url,source,description,label,id,text
Оператор колл центра,,0,,0,https://www.olx.kz/obyavlenie/rabota/operator-koll-tsentra-IDqMatX.html,olx.kz,,1,808,оператор колл центра 
Удалённая работа с текстами гибкий график,,0,,0,https://www.olx.kz/obyavlenie/rabota/udalennaya-rabota-s-tekstami-gibkiy-grafik-IDqM1hY.html,olx.kz,,1,579,удалённая работа с текстами гибкий график 
рабочий склада г.Атырау,,0,,0,https://www.olx.kz/obyavlenie/rabota/rabochiy-sklada-g-atyrau-IDqLxCY.html,olx.kz,,0,746,рабочий склада г атырау 
Document Control Specialist,ТОО ZTE Kazakhstan (ЗТИ Казахстан),1,,0,https://almaty.hh.kz/vacancy/132193812?hhtmFrom=vacancy_search_list,hh.kz,"responsibilities： track the progress of subcontractor's documentation and acceptance. develop some documents according to the project templates. requirements: having the same work experience preferred be good at listening, reading, writing in english able to work under tight schedules.",0,183,document control specialist responsibilities track the progress of subcontractor s documentation and acceptance develop some documents according to the project templates requirements having the same work experience preferred be good at listening reading writing in english able to work under tight schedules
Главный бухгалтер (под руководством 6 человек),ТОО AND Asia,1,"от 1 200 000 до 1 500 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/131244260?hhtmFrom=vacancy_search_list,hh.kz,"в дистрибуторскую компанию требуется профессиональный главный бухгалтер с управленческими навыками. пожалуйста, читайте объявление до конца, чтобы учесть все наши ожидания для данной вакансии. мы рассматриваем кандидатов только с наличием опыта работы в средних или крупных торговых компаниях, со штатом не менее 50 человек, большой номенклатурой от 500 sku, отделом бухгалтерии не мене 3х человек. ваш стаж, как главного бухгалтера должен быть не менее 5 лет . вы должны хорошо разбираться во всех участках бухгалтерского учёта торговой компании. 100% практического опыта с импортом. у вас должны быть качества хорошего управленца, который может легко создавать и управлять командой, обучать её и взращивать новых профессионалов. основные задачи и обязанности: - ведение бухгалтерского учёта и контроль за всеми участками (в подчинении от 5ти человек). - создать позитивную, вовлеченную, активную, трудолюбивую атмосферу в отделе бухгалтерии, чтобы производство кипело , а глаза каждого сотрудника отдела горели. каждый должен вести свой участок максимально эффективно и качественно. мы не ищем человека по принципу с 9:00 до 18:00 - остальное меня не волнует. мы ищем профессионала своего дела, вовлеченного и готового окунуться в свой проект с головой! - организовать максимально гладкое взаимодействие между отделом бухгалтерии и другими подразделениями организации: задачи должны решаться максимально быстро, без конфликтов и заторов. - создать команду профессиональных бухгалтеров, которые чётко ведут свои участки работы и могут всегда заменить коллегу. - изучить настоящее положение дел компании и составить «дорожную карту» как улучшить то, что есть сейчас. а также разработать стратегию развития и автоматизации отдела. результат, который мы ожидаем от работы главного бухгалтера нашей компании — это достоверный управленческий и бухгалтерский учёт, хорошие отношения с государственными органами, и высокий уровень производительности всего отдела бухгалтерии. учтенные и сохраненные активы компании! качества, которые мы ожидаем увидеть у нашего главного бухгалтера следующие: организованный и бдительный профессионал. не жадный на знания и способный передавать их другим. человек, который способен вдохновлять других людей и заботиться о своих сотрудниках. хорошее самообладание и способность улаживать разные (в том числе и сложные) ситуации спокойно и без раздражения. новатор, который идёт в ногу со временем и всегда обучается новым технологиям в своей сфере. а также всегда следит за изменениями в законодательстве. настойчивый человек, который способен добиться результатов от других с помощью хорошего общения. знание 1с комплексная автоматизация (готовность работать в этой программе). условия, которые мы вам предлагаем: стабильный оклад + понятные бонусы. мы работаем в современном уютном офисе. у отдела бухгалтерии свое отдельное пространство с окнами. в кабинете бухгалтерии можно смело играть в футбол :) в целом офис также оборудован собственной кухней, зоной для отдыха, а из окон шикарный вид на горы! нормированный рабочий день с 9:00 до 18:00, если только сам сотрудник не видит необходимо задержаться, чтобы что-то дожать в своей работе. мы компенсируем расходы связанные с выполнением работы, если требуется такси в рабочее время, подключение к каким-то программам и обучение. возможность карьерного роста. обучение: мы поощряем стремление к развитию своих талантов. поэтому всё необходимое обучение вы можете получить за счёт компании. работа в дружном коллективе, под управлением адекватного и очень успешного руководства. наша культура: мы отмечаем праздники вместе, проводим бизнес-завтраки, тимбилдинги и прочие интересные активности. участвуем в благотворительных и социально-значимых проектах.",0,347,главный бухгалтер под руководством 6 человек в дистрибуторскую компанию требуется профессиональный главный бухгалтер с управленческими навыками пожалуйста читайте объявление до конца чтобы учесть все наши ожидания для данной вакансии мы рассматриваем кандидатов только с наличием опыта работы в средних или крупных торговых компаниях со штатом не менее 50 человек большой номенклатурой от 500 sku отделом бухгалтерии не мене 3х человек ваш стаж как главного бухгалтера должен быть не менее 5 лет вы должны хорошо разбираться во всех участках бухгалтерского учёта торговой компании 100 практического опыта с импортом у вас должны быть качества хорошего управленца который может легко создавать и управлять командой обучать её и взращивать новых профессионалов основные задачи и обязанности ведение бухгалтерского учёта и контроль за всеми участками в подчинении от 5ти человек создать позитивную вовлеченную активную трудолюбивую атмосферу в отделе бухгалтерии чтобы производство кипело а глаза каждого сотрудника отдела горели каждый должен вести свой участок максимально эффективно и качественно мы не ищем человека по принципу с 9 00 до 18 00 остальное меня не волнует мы ищем профессионала своего дела вовлеченного и готового окунуться в свой проект с головой организовать максимально гладкое взаимодействие между отделом бухгалтерии и другими подразделениями организации задачи должны решаться максимально быстро без конфликтов и заторов создать команду профессиональных бухгалтеров которые чётко ведут свои участки работы и могут всегда заменить коллегу изучить настоящее положение дел компании и составить дорожную карту как улучшить то что есть сейчас а также разработать стратегию развития и автоматизации отдела результат который мы ожидаем от работы главного бухгалтера нашей компании это достоверный управленческий и бухгалтерский учёт хорошие отношения с государственными органами и высокий уровень производительности всего отдела бухгалтерии учтенные и сохраненные активы компании качества которые мы ожидаем увидеть у нашего главного бухгалтера следующие организованный и бдительный профессионал не жадный на знания и способный передавать их другим человек который способен вдохновлять других людей и заботиться о своих сотрудниках хорошее самообладание и способность улаживать разные в том числе и сложные ситуации спокойно и без раздражения новатор который идёт в ногу со временем и всегда обучается новым технологиям в своей сфере а также всегда следит за изменениями в законодательстве настойчивый человек который способен добиться результатов от других с помощью хорошего общения знание 1с комплексная автоматизация готовность работать в этой программе условия которые мы вам предлагаем стабильный оклад понятные бонусы мы работаем в современном уютном офисе у отдела бухгалтерии свое отдельное пространство с окнами в кабинете бухгалтерии можно смело играть в футбол в целом офис также оборудован собственной кухней зоной для отдыха а из окон шикарный вид на горы нормированный рабочий день с 9 00 до 18 00 если только сам сотрудник не видит необходимо задержаться чтобы что то дожать в своей работе мы компенсируем расходы связанные с выполнением работы если требуется такси в рабочее время подключение к каким то программам и обучение возможность карьерного роста обучение мы поощряем стремление к развитию своих талантов поэтому всё необходимое обучение вы можете получить за счёт компании работа в дружном коллективе под управлением адекватного и очень успешного руководства наша культура мы отмечаем праздники вместе проводим бизнес завтраки тимбилдинги и прочие интересные активности участвуем в благотворительных и социально значимых проектах
На постоянную работу Требуются грузчики,,0,,0,https://www.olx.kz/obyavlenie/rabota/na-postoyannuyu-rabotu-trebuyutsya-gruzchiki-IDno5kx.html,olx.kz,,0,530,на постоянную работу требуются грузчики 
会计,ТОО GRANDRESOURCES,1,"от 500 000 до 650 000 ₸ за месяц, до вычета налогов",1,https://almaty.hh.kz/vacancy/131997700?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: ведение бухгалтерского и налогового учета в полном объеме в соответствии с мсфо и законодательством рк. подготовка и своевременная сдача налоговой отчетности (формы 100.00, 200.00, 300.00, 700.00, 870.00 и др.). опыт работы с отчетностью по недропользованию (для горнодобывающего сектора). работа в системах: 1с:предприятие 8.3, ис эсф, кабинет налогоплательщика, соно. контроль за движением денежных средств, работа с банками и первичной документацией. взаимодействие с государственными органами и внешними аудиторами. требования: высшее образование (учет и аудит / финансы / экономика). обязательно: наличие действующего сертификата «профессиональный бухгалтер рк». опыт работы на аналогичной должности не менее 3-5 лет (опыт в недропользовании или в компаниях-участниках aifc будет преимуществом). глубокое знание налогового и трудового кодексов рк. свободное владение русским языком (казахский и английский языки являются плюсом). ответственность, честность и умение работать в режиме многозадачности. условия: официальное трудоустройство согласно тк рк. стабильная заработная плата (размер обсуждается индивидуально). график работы: 5/2, с 09:00 до 18:00. современный офис в г. астана (район есиль). возможности для профессионального и карьерного роста.",0,224, обязанности ведение бухгалтерского и налогового учета в полном объеме в соответствии с мсфо и законодательством рк подготовка и своевременная сдача налоговой отчетности формы 100 00 200 00 300 00 700 00 870 00 и др опыт работы с отчетностью по недропользованию для горнодобывающего сектора работа в системах 1с предприятие 8 3 ис эсф кабинет налогоплательщика соно контроль за движением денежных средств работа с банками и первичной документацией взаимодействие с государственными органами и внешними аудиторами требования высшее образование учет и аудит финансы экономика обязательно наличие действующего сертификата профессиональный бухгалтер рк опыт работы на аналогичной должности не менее 3 5 лет опыт в недропользовании или в компаниях участниках aifc будет преимуществом глубокое знание налогового и трудового кодексов рк свободное владение русским языком казахский и английский языки являются плюсом ответственность честность и умение работать в режиме многозадачности условия официальное трудоустройство согласно тк рк стабильная заработная плата размер обсуждается индивидуально график работы 5 2 с 09 00 до 18 00 современный офис в г астана район есиль возможности для профессионального и карьерного роста
Требуется менеджер по Аренде 500тыс,,0,10 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/trebuetsya-menedzher-po-arende-500tys-IDqMhGh.html,olx.kz,,0,838,требуется менеджер по аренде 500тыс 
Требуются разнорабочие на птицефабрику,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-na-ptitsefabriku-IDqLzMB.html,olx.kz,,1,792,требуются разнорабочие на птицефабрику 
Младший аналитик,ТОО Tengri Partners (Kazakhstan) (Тенгри Партнерс (Казахстан),1,,0,https://almaty.hh.kz/vacancy/132148058?hhtmFrom=vacancy_search_list,hh.kz,"мы работаем на стыке инвестиционного банкинга, управления активами, финансового консультирования и финтех-решений. команда сопровождает проекты клиентов end-to-end, выступая не только как финансовый консультант, но и как project manager, глубоко погружаясь в бизнес, операционные процессы и структуру сделок. роль: мы ищем junior analyst с опытом работы, который станет частью инвестиционной команды и будет участвовать в реальных проектах и сделках. роль сочетает: финансовую аналитику участие в структурировании сделок поддержку project management основные задачи: финансовая аналитика построение и обновление финансовых моделей анализ портфелей и инвестиционных показателей проверка логики расчетов и чувствительности моделей поддержка сделок: подготовка: презентаций (pitch decks) аналитических материалов элементов структуры сделок участие в проработке инвестиционных и долговых инструментов project management support: участие в сопровождении проектов на разных стадиях погружение в бизнес клиентов и анализ операционной модели координация задач и взаимодействие с внешними сторонами (юристы, аудиторы и др.) контроль сроков и систематизация рабочих потоков документы и аналитика: поддержка в подготовке рабочих и сопроводительных материалов структурирование информации и работа с комментариями подготовка внутренних и внешних отчетов требования: опыт и образование высшее образование в области финансов/экономики/математики опыт работы 1–3 года предпочтительно опыт в big4 (аудит, консалтинг, m&a) или в инвестиционных компаниях, банках, консалтинге/финтехе. hard skills: продвинутый уровень excel (обязательно) уверенное понимание: финансового моделирования ключевых метрик эффективности инвестиций (irr, npv, yield) английский язык – не ниже upper-intermediate будет плюсом: опыт работы с финансовыми моделями навыки powerpoint soft skills: способность быстро разбираться в новых бизнесах и индустриях внимание к деталям ответственность и соблюдение сроков умение структурировать информацию готовность работать в динамичной среде важно! высокий темп работы и многозадачность работа с несколькими проектами параллельно необходимость быстро погружаться в новые индустрии что мы предлагаем: участие в реальных инвестиционных проектах и сделках; быстрое развитие в сторону analyst/project manager; широкий спектр задач и exposure к различным бизнесам; практический опыт структурирования и работы с инвестициями.",0,353,младший аналитик мы работаем на стыке инвестиционного банкинга управления активами финансового консультирования и финтех решений команда сопровождает проекты клиентов end to end выступая не только как финансовый консультант но и как project manager глубоко погружаясь в бизнес операционные процессы и структуру сделок роль мы ищем junior analyst с опытом работы который станет частью инвестиционной команды и будет участвовать в реальных проектах и сделках роль сочетает финансовую аналитику участие в структурировании сделок поддержку project management основные задачи финансовая аналитика построение и обновление финансовых моделей анализ портфелей и инвестиционных показателей проверка логики расчетов и чувствительности моделей поддержка сделок подготовка презентаций pitch decks аналитических материалов элементов структуры сделок участие в проработке инвестиционных и долговых инструментов project management support участие в сопровождении проектов на разных стадиях погружение в бизнес клиентов и анализ операционной модели координация задач и взаимодействие с внешними сторонами юристы аудиторы и др контроль сроков и систематизация рабочих потоков документы и аналитика поддержка в подготовке рабочих и сопроводительных материалов структурирование информации и работа с комментариями подготовка внутренних и внешних отчетов требования опыт и образование высшее образование в области финансов экономики математики опыт работы 1 3 года предпочтительно опыт в big4 аудит консалтинг m a или в инвестиционных компаниях банках консалтинге финтехе hard skills продвинутый уровень excel обязательно уверенное понимание финансового моделирования ключевых метрик эффективности инвестиций irr npv yield английский язык не ниже upper intermediate будет плюсом опыт работы с финансовыми моделями навыки powerpoint soft skills способность быстро разбираться в новых бизнесах и индустриях внимание к деталям ответственность и соблюдение сроков умение структурировать информацию готовность работать в динамичной среде важно высокий темп работы и многозадачность работа с несколькими проектами параллельно необходимость быстро погружаться в новые индустрии что мы предлагаем участие в реальных инвестиционных проектах и сделках быстрое развитие в сторону analyst project manager широкий спектр задач и exposure к различным бизнесам практический опыт структурирования и работы с инвестициями
Требуется водитель,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-IDqMskn.html,olx.kz,,0,524,требуется водитель 
"Главный юрист, г. Астана",ТОО Медикер,1,,0,https://almaty.hh.kz/vacancy/132107768?hhtmFrom=vacancy_search_list,hh.kz,"компания медикер - лидер частной медицины в казахстане приглашает активных и энергичных достигать результатов вместе с нами. в подразделении города астана открыта вакансия главного юриста обязанности: осуществлять экспертизу на соответствие законодательству разрабатываемых проектов внутренних документов, приказов, распоряжений, инструкций, договоров и других документов правового характера, подготавливаемых в товариществе, а также участвует совместно с другими структурными подразделениями и/или ответственными лицами товарищества в их подготовке; обеспечить законность деятельности товарищества посредством получения лицензий и разрешительных документов, согласно законодательству республики казахстан; защищать права и законные интересы товарищества при взаимодействии с судебными, правоохранительными и иными государственными органами власти, организациями и работниками товарищества; осуществлять правовое сопровождение отношений с партнерами, контрагентами, конкурентами. уведомлять руководителя товарищества по целесообразности изменения действующих или отмене внутренних документов, приказов, распоряжений, инструкций и других документов, изданных в товариществе, при необходимости, по согласованию с тоо «медикер»; участвовать в разработке и осуществлении мер по обеспечению сохранности собственности товарищества, укреплению договорной и финансовой дисциплины; по согласованию с руководителем товарищества принимает меры по взысканию дебиторской задолженности; выполнять работу по анализу и обобщению результатов рассмотрения претензий, судебных дел, а также практики заключения гражданско-правовых сделок, разрабатывает предложения по устранению нарушений договорной дисциплины, выявленных недостатков и улучшению производственной деятельности товарищества и его структурных подразделений, своими действиями действует в интересах товарищества; представлять интересы товарищества в судах общей юрисдикции и арбитражных судах, а также в других органах и организациях при рассмотрении правовых вопросов; предоставлять заключения по правовым вопросам, возникшим в деятельности товарищества и его структурных подразделений; обеспечивает структурные подразделения товарищества, отдельных специалистов нормативными правовыми актами, необходимыми для осуществления ими своих функций и обязанностей; требования: корпоративное управление; трудовое законодательство; гражданское законодательство; образование: высшее юридическое; уверенный пользователь пк, умение ориентироваться в электронных источниках правовой информации (база законодательства) условия: с 09.00 до 18.00, 5/2",0,177,главный юрист г астана компания медикер лидер частной медицины в казахстане приглашает активных и энергичных достигать результатов вместе с нами в подразделении города астана открыта вакансия главного юриста обязанности осуществлять экспертизу на соответствие законодательству разрабатываемых проектов внутренних документов приказов распоряжений инструкций договоров и других документов правового характера подготавливаемых в товариществе а также участвует совместно с другими структурными подразделениями и или ответственными лицами товарищества в их подготовке обеспечить законность деятельности товарищества посредством получения лицензий и разрешительных документов согласно законодательству республики казахстан защищать права и законные интересы товарищества при взаимодействии с судебными правоохранительными и иными государственными органами власти организациями и работниками товарищества осуществлять правовое сопровождение отношений с партнерами контрагентами конкурентами уведомлять руководителя товарищества по целесообразности изменения действующих или отмене внутренних документов приказов распоряжений инструкций и других документов изданных в товариществе при необходимости по согласованию с тоо медикер участвовать в разработке и осуществлении мер по обеспечению сохранности собственности товарищества укреплению договорной и финансовой дисциплины по согласованию с руководителем товарищества принимает меры по взысканию дебиторской задолженности выполнять работу по анализу и обобщению результатов рассмотрения претензий судебных дел а также практики заключения гражданско правовых сделок разрабатывает предложения по устранению нарушений договорной дисциплины выявленных недостатков и улучшению производственной деятельности товарищества и его структурных подразделений своими действиями действует в интересах товарищества представлять интересы товарищества в судах общей юрисдикции и арбитражных судах а также в других органах и организациях при рассмотрении правовых вопросов предоставлять заключения по правовым вопросам возникшим в деятельности товарищества и его структурных подразделений обеспечивает структурные подразделения товарищества отдельных специалистов нормативными правовыми актами необходимыми для осуществления ими своих функций и обязанностей требования корпоративное управление трудовое законодательство гражданское законодательство образование высшее юридическое уверенный пользователь пк умение ориентироваться в электронных источниках правовой информации база законодательства условия с 09 00 до 18 00 5 2
Требуется фармацевт,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-farmatsevt-IDqL60k.html,olx.kz,,0,807,требуется фармацевт 
Кондитер,ИП TAVERNA GROUP,1,от 24 999 до 25 000 ₸ за смену на руки,1,https://almaty.hh.kz/vacancy/132059167?hhtmFrom=vacancy_search_list,hh.kz,"условия работы: • гибкий график: 5/2, 4/3 или 2/2 — формируется в зависимости от количества предзаказов • смена 12 часов: с 09:00 до 21:00 • предоставляется обед от компании • работа в оборудованном кондитерском цехе • своевременная выплата заработной платы (2 раза в месяц) • дружная команда и комфортная рабочая атмосфера требования к пекарю-кондитеру: мы ищем аккуратного, ответственного и увлечённого своим делом пекаря-кондитера. профессиональные навыки • опыт работы пекарем-кондитером от 1 года (желательно в кондитерской/кафе/ресторане) • умение готовить базовые и современные десерты: • бисквитные и муссовые торты • капкейки, эклеры, шу • тарталетки, чизкейки • кремы, начинки, ганаш, карамель • навыки выравнивания и базового декора тортов • знание технологий приготовления и хранения кондитерских изделий • умение работать по техкартам и соблюдать рецептуру • базовые знания работы с дрожжевым, слоенным без дрожжевым и песочным тестом • умение быстро лепить выпечку, самсу, пирожки. личные качества: • аккуратность и внимание к деталям • ответственность и соблюдение сроков • чистоплотность, соблюдение санитарных норм • умение работать в команде",0,164,кондитер условия работы гибкий график 5 2 4 3 или 2 2 формируется в зависимости от количества предзаказов смена 12 часов с 09 00 до 21 00 предоставляется обед от компании работа в оборудованном кондитерском цехе своевременная выплата заработной платы 2 раза в месяц дружная команда и комфортная рабочая атмосфера требования к пекарю кондитеру мы ищем аккуратного ответственного и увлечённого своим делом пекаря кондитера профессиональные навыки опыт работы пекарем кондитером от 1 года желательно в кондитерской кафе ресторане умение готовить базовые и современные десерты бисквитные и муссовые торты капкейки эклеры шу тарталетки чизкейки кремы начинки ганаш карамель навыки выравнивания и базового декора тортов знание технологий приготовления и хранения кондитерских изделий умение работать по техкартам и соблюдать рецептуру базовые знания работы с дрожжевым слоенным без дрожжевым и песочным тестом умение быстро лепить выпечку самсу пирожки личные качества аккуратность и внимание к деталям ответственность и соблюдение сроков чистоплотность соблюдение санитарных норм умение работать в команде
Грузчик на KASPI склад в Усть-Каменогорск,ТОО WeFind,1,"от 300 000 до 355 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132146382?hhtmFrom=vacancy_search_list,hh.kz,"примем на работу грузчика на kaspi склад в усть-каменогорск! оплата раз в неделю! только для постоянная работа! что вас ждет: - разгрузка - погрузка интернет-товаров на складе - дневные с 8:00 до 20:00 и ночные смены с 20:00 до 8:00 на выбор - обед нужно брать с собой требования: физическая выносливость, без опыта",0,249,грузчик на kaspi склад в усть каменогорск примем на работу грузчика на kaspi склад в усть каменогорск оплата раз в неделю только для постоянная работа что вас ждет разгрузка погрузка интернет товаров на складе дневные с 8 00 до 20 00 и ночные смены с 20 00 до 8 00 на выбор обед нужно брать с собой требования физическая выносливость без опыта
